timestamp,sensor_id,location,temperature,humidity,pressure,light,co2,anomaly
2024-01-01T02:15:00.000Z,sensor_04,Warehouse,24.3,42.6,1014.17,803,820,0
2024-01-01T02:15:00.000Z,sensor_05,Loading-Dock,23,45.1,1013.98,771,811,0
2024-01-01T02:30:00.000Z,sensor_01,Room-A,22.9,46.6,1013.48,847,820,0
2024-01-01T02:30:00.000Z,sensor_02,Room-B,23.8,42.7,1013.65,759,794,0
2024-01-01T02:30:00.000Z,sensor_03,Room-C,23.2,45.9,1013.84,781,783,0
2024-01-01T02:30:00.000Z,sensor_04,Warehouse,24.2,44.2,1013.4,816,758,0
2024-01-01T02:30:00.000Z,sensor_05,Loading-Dock,23.4,42.3,1013.51,759,817,0
2024-01-01T02:45:00.000Z,sensor_01,Room-A,23.4,44.5,1013.74,799,791,0
2024-01-01T02:45:00.000Z,sensor_02,Room-B,22.8,45.8,1013.81,788,833,0
2024-01-01T02:45:00.000Z,sensor_03,Room-C,22.9,42.2,1013.34,773,819,0
2024-01-01T02:45:00.000Z,sensor_04,Warehouse,24,41.3,1013.68,794,823,0
2024-01-01T02:45:00.000Z,sensor_05,Loading-Dock,23.1,41.7,1013.53,766,814,0
2024-01-01T03:00:00.000Z,sensor_01,Room-A,23.6,45.1,1014.21,753,758,0
2024-01-01T03:00:00.000Z,sensor_02,Room-B,23.1,44.4,1014.2,755,834,0
2024-01-01T03:00:00.000Z,sensor_03,Room-C,24.7,40.9,1013.94,850,825,0
2024-01-01T03:00:00.000Z,sensor_04,Warehouse,23.2,44.6,1013.52,802,762,0
2024-01-01T03:00:00.000Z,sensor_05,Loading-Dock,23,44.1,1014.26,783,768,0
2024-01-01T03:15:00.000Z,sensor_01,Room-A,24.1,40.6,1014.19,838,803,0
2024-01-01T03:15:00.000Z,sensor_02,Room-B,24.2,44.6,1013.59,779,834,0
2024-01-01T03:15:00.000Z,sensor_03,Room-C,22.9,46.1,1013.8,799,820,0
2024-01-01T03:15:00.000Z,sensor_04,Warehouse,24.8,41.8,1013.76,832,773,0
2024-01-01T03:15:00.000Z,sensor_05,Loading-Dock,24.6,40.6,1013.67,786,784,0
2024-01-01T03:30:00.000Z,sensor_01,Room-A,23.1,46.3,1014.02,817,774,0
2024-01-01T03:30:00.000Z,sensor_02,Room-B,23,43.1,1014.41,788,849,0
2024-01-01T03:30:00.000Z,sensor_03,Room-C,24.3,42.3,1013.74,789,813,0
2024-01-01T03:30:00.000Z,sensor_04,Warehouse,23.3,45.2,1013.91,828,769,0
2024-01-01T03:30:00.000Z,sensor_05,Loading-Dock,24.9,43.3,1013.88,843,764,0
2024-01-01T03:45:00.000Z,sensor_01,Room-A,23.8,44.4,1014.42,761,759,0
2024-01-01T03:45:00.000Z,sensor_02,Room-B,24.8,42.7,1013.55,782,821,0
2024-01-01T03:45:00.000Z,sensor_03,Room-C,24,44.1,1013.75,807,849,0
2024-01-01T03:45:00.000Z,sensor_04,Warehouse,25,61.5,1014.45,809,772,1
2024-01-01T03:45:00.000Z,sensor_05,Loading-Dock,24.3,42.7,1013.62,796,781,0
2024-01-01T04:00:00.000Z,sensor_01,Room-A,23.6,44,1013.65,822,804,0
2024-01-01T04:00:00.000Z,sensor_02,Room-B,23.9,42.7,1013.88,826,792,0
2024-01-01T04:00:00.000Z,sensor_03,Room-C,24.4,43.7,1014.33,829,799,0
2024-01-01T04:00:00.000Z,sensor_04,Warehouse,24.2,40.6,1014.1,802,845,0
2024-01-01T04:00:00.000Z,sensor_05,Loading-Dock,24.8,42.6,1013.85,770,803,0
2024-01-01T04:15:00.000Z,sensor_01,Room-A,24.4,44.4,1013.67,800,819,0
2024-01-01T04:15:00.000Z,sensor_02,Room-B,24.8,42.7,1013.94,795,823,0
2024-01-01T04:15:00.000Z,sensor_03,Room-C,23.7,42.1,1013.75,795,766,0
2024-01-01T04:15:00.000Z,sensor_04,Warehouse,24.6,41.8,1014.32,828,804,0
2024-01-01T04:15:00.000Z,sensor_05,Loading-Dock,23.5,43.5,1013.84,789,1349,1
2024-01-01T04:30:00.000Z,sensor_01,Room-A,24.9,39.9,1014.51,766,810,0
2024-01-01T04:30:00.000Z,sensor_02,Room-B,25.2,39.7,1014.47,841,830,0
2024-01-01T04:30:00.000Z,sensor_03,Room-C,24.1,42.7,1014.62,822,765,0
2024-01-01T04:30:00.000Z,sensor_04,Warehouse,24,44,1013.76,811,813,0
2024-01-01T04:30:00.000Z,sensor_05,Loading-Dock,25.1,41,1014.54,805,777,0
2024-01-01T04:45:00.000Z,sensor_01,Room-A,25,42.7,1013.95,757,784,0
2024-01-01T04:45:00.000Z,sensor_02,Room-B,24.8,41.3,1014.29,793,820,0
2024-01-01T04:45:00.000Z,sensor_03,Room-C,25,39.8,1014.04,751,808,0
2024-01-01T04:45:00.000Z,sensor_04,Warehouse,24,44.4,1013.74,771,810,0
2024-01-01T04:45:00.000Z,sensor_05,Loading-Dock,23.7,42.5,1014.02,763,834,0
2024-01-01T05:00:00.000Z,sensor_01,Room-A,24.8,42.4,1013.75,756,755,0
2024-01-01T05:00:00.000Z,sensor_02,Room-B,24.7,40,1014.69,788,808,0
2024-01-01T05:00:00.000Z,sensor_03,Room-C,24.9,44.2,1013.82,775,801,0
2024-01-01T05:00:00.000Z,sensor_04,Warehouse,23.7,42.3,1013.82,821,799,0
2024-01-01T05:00:00.000Z,sensor_05,Loading-Dock,24.3,40.8,1014.69,793,752,0
2024-01-01T05:15:00.000Z,sensor_01,Room-A,25.1,39.9,1014.56,832,839,0
2024-01-01T05:15:00.000Z,sensor_02,Room-B,24.1,41.3,1013.97,819,839,0
2024-01-01T05:15:00.000Z,sensor_03,Room-C,25.3,40.3,1013.92,837,834,0
2024-01-01T05:15:00.000Z,sensor_04,Warehouse,25.2,41.5,1014.78,775,759,0
2024-01-01T05:15:00.000Z,sensor_05,Loading-Dock,25.3,41.5,1014.07,814,784,0
2024-01-01T05:30:00.000Z,sensor_01,Room-A,25.4,41.6,1014.2,838,817,0
2024-01-01T05:30:00.000Z,sensor_02,Room-B,34.3,41.7,1014.13,784,787,1
2024-01-01T05:30:00.000Z,sensor_03,Room-C,25.7,40.1,1014.82,834,824,0
2024-01-01T05:30:00.000Z,sensor_04,Warehouse,25.1,39.5,1014.72,797,759,0
2024-01-01T05:30:00.000Z,sensor_05,Loading-Dock,25.4,43.1,1014.76,790,774,0
2024-01-01T05:45:00.000Z,sensor_01,Room-A,23.9,43.5,1014.05,789,801,0
2024-01-01T05:45:00.000Z,sensor_02,Room-B,25.7,40.6,1014.72,777,795,0
2024-01-01T05:45:00.000Z,sensor_03,Room-C,24.3,42.6,1014.15,754,812,0
2024-01-01T05:45:00.000Z,sensor_04,Warehouse,25.1,39.8,1014.7,773,822,0
2024-01-01T05:45:00.000Z,sensor_05,Loading-Dock,24.9,42.8,1014.3,843,776,0
2024-01-01T06:00:00.000Z,sensor_01,Room-A,24.6,40,1014.59,792,848,0
2024-01-01T06:00:00.000Z,sensor_02,Room-B,23.9,45.2,1013.97,817,823,0
2024-01-01T06:00:00.000Z,sensor_03,Room-C,24.8,41.2,1013.96,827,762,0
2024-01-01T06:00:00.000Z,sensor_04,Warehouse,23.9,40.9,1014.34,806,814,0
2024-01-01T06:00:00.000Z,sensor_05,Loading-Dock,25.6,42.1,1014.69,816,759,0
2024-01-01T06:15:00.000Z,sensor_01,Room-A,24.9,41.3,1014.05,835,782,0
2024-01-01T06:15:00.000Z,sensor_02,Room-B,24.5,43.5,1014.44,777,800,0
2024-01-01T06:15:00.000Z,sensor_03,Room-C,24.1,43.2,1014.99,789,770,0
2024-01-01T06:15:00.000Z,sensor_04,Warehouse,24.6,42.2,1014.76,772,833,0
2024-01-01T06:15:00.000Z,sensor_05,Loading-Dock,25.9,40,1014.54,824,831,0
2024-01-01T06:30:00.000Z,sensor_01,Room-A,24.1,44.6,1014.85,765,762,0
2024-01-01T06:30:00.000Z,sensor_02,Room-B,24.7,40.6,1014.75,820,772,0
2024-01-01T06:30:00.000Z,sensor_03,Room-C,24.8,42.2,1014.44,848,839,0
2024-01-01T06:30:00.000Z,sensor_04,Warehouse,25.5,39.8,1014.91,751,792,0
2024-01-01T06:30:00.000Z,sensor_05,Loading-Dock,25.3,40.7,1015.05,758,752,0
2024-01-01T06:45:00.000Z,sensor_01,Room-A,25.3,43.6,1014.75,773,842,0
2024-01-01T06:45:00.000Z,sensor_02,Room-B,24.7,44.4,1014.99,799,819,0
2024-01-01T06:45:00.000Z,sensor_03,Room-C,25.3,41.1,1014.54,800,794,0
2024-01-01T06:45:00.000Z,sensor_04,Warehouse,25.9,42.8,1014.6,825,829,0
2024-01-01T06:45:00.000Z,sensor_05,Loading-Dock,25.5,43.1,1014.62,752,779,0
2024-01-01T07:00:00.000Z,sensor_01,Room-A,25,42,1014.21,750,774,0
2024-01-01T07:00:00.000Z,sensor_02,Room-B,25.8,40.4,1014.34,816,802,0
2024-01-01T07:00:00.000Z,sensor_03,Room-C,25.4,42.7,1015.02,827,793,0
2024-01-01T07:00:00.000Z,sensor_04,Warehouse,24.2,44.7,1014.4,842,793,0
2024-01-01T07:00:00.000Z,sensor_05,Loading-Dock,25.8,43.7,1014.49,802,795,0
2024-01-01T07:15:00.000Z,sensor_01,Room-A,25,40.7,1014.84,811,825,0
2024-01-01T07:15:00.000Z,sensor_02,Room-B,25.6,43,1015.04,769,803,0
2024-01-01T07:15:00.000Z,sensor_03,Room-C,25.3,39.6,1014.22,815,752,0
2024-01-01T07:15:00.000Z,sensor_04,Warehouse,26,41.9,1014.86,768,777,0
2024-01-01T07:15:00.000Z,sensor_05,Loading-Dock,25.4,39.2,1014.64,821,802,0
2024-01-01T07:30:00.000Z,sensor_01,Room-A,25.6,43,1014.97,759,832,0
2024-01-01T07:30:00.000Z,sensor_02,Room-B,25.1,43,1014.5,753,837,0
2024-01-01T07:30:00.000Z,sensor_03,Room-C,25.4,39.4,1014.63,840,829,0
2024-01-01T07:30:00.000Z,sensor_04,Warehouse,25.5,41.5,1015.23,821,841,0
2024-01-01T07:30:00.000Z,sensor_05,Loading-Dock,24.3,41.5,1014.55,814,803,0
2024-01-01T07:45:00.000Z,sensor_01,Room-A,24.1,45.3,1014.49,759,783,0
2024-01-01T07:45:00.000Z,sensor_02,Room-B,24.6,41.2,1015.25,848,831,0
2024-01-01T07:45:00.000Z,sensor_03,Room-C,24.7,42.5,1014.72,774,792,0
2024-01-01T07:45:00.000Z,sensor_04,Warehouse,25.5,43.5,1015.07,837,790,0
2024-01-01T07:45:00.000Z,sensor_05,Loading-Dock,24.6,42.2,1014.73,791,789,0
2024-01-01T08:00:00.000Z,sensor_01,Room-A,25.1,43.5,1014.54,759,813,0
2024-01-01T08:00:00.000Z,sensor_02,Room-B,24.1,40.7,1015.22,755,834,0
2024-01-01T08:00:00.000Z,sensor_03,Room-C,25.8,41.6,1014.76,764,828,0
2024-01-01T08:00:00.000Z,sensor_04,Warehouse,24.1,41,1015.2,763,835,0
2024-01-01T08:00:00.000Z,sensor_05,Loading-Dock,24.8,41.1,1014.37,757,842,0
2024-01-01T08:15:00.000Z,sensor_01,Room-A,34.7,42,1015.14,821,751,1
2024-01-01T08:15:00.000Z,sensor_02,Room-B,24.1,41.9,1014.8,797,850,0
2024-01-01T08:15:00.000Z,sensor_03,Room-C,25.7,42,1014.71,815,829,0
2024-01-01T08:15:00.000Z,sensor_04,Warehouse,24.7,43.6,1015.12,807,785,0
2024-01-01T08:15:00.000Z,sensor_05,Loading-Dock,25.5,43.2,1015.09,789,767,0
2024-01-01T08:30:00.000Z,sensor_01,Room-A,24.7,43.5,1015.39,815,790,0
2024-01-01T08:30:00.000Z,sensor_02,Room-B,25.6,40,1014.46,784,791,0
2024-01-01T08:30:00.000Z,sensor_03,Room-C,25.1,39.6,1014.76,762,788,0
2024-01-01T08:30:00.000Z,sensor_04,Warehouse,25.2,42.4,1015.3,780,753,0
2024-01-01T08:30:00.000Z,sensor_05,Loading-Dock,25,43.9,1015.1,843,795,0
2024-01-01T08:45:00.000Z,sensor_01,Room-A,24.5,41,1015.08,768,763,0
2024-01-01T08:45:00.000Z,sensor_02,Room-B,35.3,39.6,1015.39,796,774,1
2024-01-01T08:45:00.000Z,sensor_03,Room-C,25.4,40.2,1014.66,808,808,0
2024-01-01T08:45:00.000Z,sensor_04,Warehouse,24,41.2,1014.8,813,778,0
2024-01-01T08:45:00.000Z,sensor_05,Loading-Dock,24.4,40.9,1014.99,843,814,0
2024-01-01T09:00:00.000Z,sensor_01,Room-A,25.1,40,1014.54,841,773,0
2024-01-01T09:00:00.000Z,sensor_02,Room-B,24.2,44.1,1015.44,765,823,0
2024-01-01T09:00:00.000Z,sensor_03,Room-C,25.9,41.4,1015.39,850,805,0
2024-01-01T09:00:00.000Z,sensor_04,Warehouse,25.3,40.6,1014.7,834,815,0
2024-01-01T09:00:00.000Z,sensor_05,Loading-Dock,24.9,41.7,1014.68,832,805,0
2024-01-01T09:15:00.000Z,sensor_01,Room-A,24.1,42.2,1015.24,843,790,0
2024-01-01T09:15:00.000Z,sensor_02,Room-B,24.3,43.3,1015.27,801,831,0
2024-01-01T09:15:00.000Z,sensor_03,Room-C,25.9,42.4,1014.64,823,828,0
2024-01-01T09:15:00.000Z,sensor_04,Warehouse,24.5,43.3,1014.76,778,815,0
2024-01-01T09:15:00.000Z,sensor_05,Loading-Dock,24.1,41.5,1015.21,842,757,0
2024-01-01T09:30:00.000Z,sensor_01,Room-A,24.2,41.1,1015.03,770,791,0
2024-01-01T09:30:00.000Z,sensor_02,Room-B,24.7,42.3,1014.88,823,772,0
2024-01-01T09:30:00.000Z,sensor_03,Room-C,25.1,42.4,1014.94,836,811,0
2024-01-01T09:30:00.000Z,sensor_04,Warehouse,24.7,42,1014.73,836,766,0
2024-01-01T09:30:00.000Z,sensor_05,Loading-Dock,25.3,42.7,1014.95,837,826,0
2024-01-01T09:45:00.000Z,sensor_01,Room-A,24.4,40.6,1015.24,775,788,0
2024-01-01T09:45:00.000Z,sensor_02,Room-B,25.4,43.1,1015.19,791,776,0
2024-01-01T09:45:00.000Z,sensor_03,Room-C,25.1,41.3,1015.57,776,801,0
2024-01-01T09:45:00.000Z,sensor_04,Warehouse,24.6,42.8,1015.28,802,780,0
2024-01-01T09:45:00.000Z,sensor_05,Loading-Dock,25.4,43,1014.81,846,756,0
2024-01-01T10:00:00.000Z,sensor_01,Room-A,24.2,44.8,1015.05,756,828,0
2024-01-01T10:00:00.000Z,sensor_02,Room-B,23.8,42.9,1015,772,826,0
2024-01-01T10:00:00.000Z,sensor_03,Room-C,25.5,41.5,1015.57,779,774,0
2024-01-01T10:00:00.000Z,sensor_04,Warehouse,24.2,44.6,1015.51,751,795,0
2024-01-01T10:00:00.000Z,sensor_05,Loading-Dock,24,43.9,1015.63,842,786,0
2024-01-01T10:15:00.000Z,sensor_01,Room-A,24.5,44.3,1015.51,782,840,0
2024-01-01T10:15:00.000Z,sensor_02,Room-B,25.3,39.5,1015.6,813,802,0
2024-01-01T10:15:00.000Z,sensor_03,Room-C,23.8,44.7,1015.51,751,770,0
2024-01-01T10:15:00.000Z,sensor_04,Warehouse,24.5,43.7,1015.41,758,815,0
2024-01-01T10:15:00.000Z,sensor_05,Loading-Dock,24.9,60.4,1015.39,826,843,1
2024-01-01T10:30:00.000Z,sensor_01,Room-A,23.9,41.9,1015.02,845,756,0
2024-01-01T10:30:00.000Z,sensor_02,Room-B,25.1,42.1,1015.23,775,822,0
2024-01-01T10:30:00.000Z,sensor_03,Room-C,24.2,44.7,1015,785,838,0
2024-01-01T10:30:00.000Z,sensor_04,Warehouse,24.5,40.2,1015.18,813,754,0
2024-01-01T10:30:00.000Z,sensor_05,Loading-Dock,24.1,42.1,1015.66,845,784,0
2024-01-01T10:45:00.000Z,sensor_01,Room-A,23.6,42.5,1015.48,836,776,0
2024-01-01T10:45:00.000Z,sensor_02,Room-B,24.1,45.3,1015.39,804,813,0
2024-01-01T10:45:00.000Z,sensor_03,Room-C,24.2,40.9,1015.25,802,848,0
2024-01-01T10:45:00.000Z,sensor_04,Warehouse,24.7,43,1015.64,822,844,0
2024-01-01T10:45:00.000Z,sensor_05,Loading-Dock,25.3,42.6,1014.92,816,792,0
2024-01-01T11:00:00.000Z,sensor_01,Room-A,21.2,54.5,1015.08,97,438,0
2024-01-01T11:00:00.000Z,sensor_02,Room-B,21.4,54.3,1015.86,40,390,0
2024-01-01T11:00:00.000Z,sensor_03,Room-C,20.8,59.2,1015.33,76,440,0
2024-01-01T11:00:00.000Z,sensor_04,Warehouse,19.9,58.5,1015.62,13,444,0
2024-01-01T11:00:00.000Z,sensor_05,Loading-Dock,19.7,58.3,1015.86,61,415,0
2024-01-01T11:15:00.000Z,sensor_01,Room-A,19.6,59.3,1015.45,56,393,0
2024-01-01T11:15:00.000Z,sensor_02,Room-B,19.3,57.1,1015.38,91,371,0
2024-01-01T11:15:00.000Z,sensor_03,Room-C,20.4,58.4,1015.74,22,411,0
2024-01-01T11:15:00.000Z,sensor_04,Warehouse,19.8,59.7,1015.62,96,434,0
2024-01-01T11:15:00.000Z,sensor_05,Loading-Dock,20.6,59.3,1015.92,71,445,0
2024-01-01T11:30:00.000Z,sensor_01,Room-A,20.9,57.3,1015.22,81,444,0
2024-01-01T11:30:00.000Z,sensor_02,Room-B,21.2,58.3,1015.1,58,438,0
2024-01-01T11:30:00.000Z,sensor_03,Room-C,21.2,59.2,1015.41,10,406,0
2024-01-01T11:30:00.000Z,sensor_04,Warehouse,20,57.4,1015.09,60,381,0
2024-01-01T11:30:00.000Z,sensor_05,Loading-Dock,20.8,58.5,1015.6,77,370,0
2024-01-01T11:45:00.000Z,sensor_01,Room-A,19.9,58.3,1015.28,92,363,0
2024-01-01T11:45:00.000Z,sensor_02,Room-B,19.9,55.9,1015.75,28,401,0
2024-01-01T11:45:00.000Z,sensor_03,Room-C,20.2,56.4,1015.39,19,388,0
2024-01-01T11:45:00.000Z,sensor_04,Warehouse,20.1,57.6,1015.77,53,421,0
2024-01-01T11:45:00.000Z,sensor_05,Loading-Dock,19.1,57,1015.06,51,393,0
2024-01-01T12:00:00.000Z,sensor_01,Room-A,21,57.7,1015.13,35,351,0
2024-01-01T12:00:00.000Z,sensor_02,Room-B,20.8,55.9,1016.06,88,434,0
2024-01-01T12:00:00.000Z,sensor_03,Room-C,19.2,57.3,1016.03,52,395,0
2024-01-01T12:00:00.000Z,sensor_04,Warehouse,19.7,60.3,1015.22,93,446,0
2024-01-01T12:00:00.000Z,sensor_05,Loading-Dock,19.6,59.7,1015.78,50,427,0
2024-01-01T12:15:00.000Z,sensor_01,Room-A,19,60.9,1015.32,55,433,0
2024-01-01T12:15:00.000Z,sensor_02,Room-B,20,57.3,1016.03,19,421,0
2024-01-01T12:15:00.000Z,sensor_03,Room-C,19.8,56.6,1016.05,7,385,0
2024-01-01T12:15:00.000Z,sensor_04,Warehouse,20.2,57.5,1015.68,46,425,0
2024-01-01T12:15:00.000Z,sensor_05,Loading-Dock,18.8,80.1,1015.16,46,387,1
2024-01-01T12:30:00.000Z,sensor_01,Room-A,18.8,61.4,1015.94,59,423,0
2024-01-01T12:30:00.000Z,sensor_02,Room-B,18.9,57.9,1015.48,51,378,0
2024-01-01T12:30:00.000Z,sensor_03,Room-C,19.9,59.2,1015.69,74,377,0
2024-01-01T12:30:00.000Z,sensor_04,Warehouse,19.8,58.5,1015.84,90,380,0
2024-01-01T12:30:00.000Z,sensor_05,Loading-Dock,19.4,58.3,1015.58,15,368,0
2024-01-01T12:45:00.000Z,sensor_01,Room-A,19.5,57.4,1016.02,68,375,0
2024-01-01T12:45:00.000Z,sensor_02,Room-B,19.2,60.4,1016.11,46,353,0
2024-01-01T12:45:00.000Z,sensor_03,Room-C,19.8,57.9,1015.24,25,443,0
2024-01-01T12:45:00.000Z,sensor_04,Warehouse,19.2,59,1015.88,79,937,1
2024-01-01T12:45:00.000Z,sensor_05,Loading-Dock,19.1,60.7,1016.21,80,446,0
2024-01-01T13:00:00.000Z,sensor_01,Room-A,19.5,59.3,1016.11,36,370,0
2024-01-01T13:00:00.000Z,sensor_02,Room-B,19.7,55.8,1016.2,62,355,0
2024-01-01T13:00:00.000Z,sensor_03,Room-C,19.5,59.9,1015.65,29,365,0
2024-01-01T13:00:00.000Z,sensor_04,Warehouse,19,59.2,1015.66,27,447,0
2024-01-01T13:00:00.000Z,sensor_05,Loading-Dock,18.6,59.3,1015.55,27,410,0
2024-01-01T13:15:00.000Z,sensor_01,Room-A,19.4,57.6,1015.39,48,420,0
2024-01-01T13:15:00.000Z,sensor_02,Room-B,18.8,58.6,1015.55,2,356,0
2024-01-01T13:15:00.000Z,sensor_03,Room-C,19.7,57.9,1015.91,95,417,0
2024-01-01T13:15:00.000Z,sensor_04,Warehouse,19.1,57.8,1015.78,69,400,0
2024-01-01T13:15:00.000Z,sensor_05,Loading-Dock,18.7,57.1,1015.98,39,418,0
2024-01-01T13:30:00.000Z,sensor_01,Room-A,18.5,57.3,1015.88,38,400,0
2024-01-01T13:30:00.000Z,sensor_02,Room-B,19,57.1,1015.46,60,895,1
2024-01-01T13:30:00.000Z,sensor_03,Room-C,20,59.7,1016.1,73,354,0
2024-01-01T13:30:00.000Z,sensor_04,Warehouse,18.7,60.6,1015.54,53,387,0
2024-01-01T13:30:00.000Z,sensor_05,Loading-Dock,19.4,59.4,1015.77,36,440,0
2024-01-01T13:45:00.000Z,sensor_01,Room-A,18.4,60.9,1015.78,22,414,0
2024-01-01T13:45:00.000Z,sensor_02,Room-B,19.4,60.4,1016.23,1,395,0
2024-01-01T13:45:00.000Z,sensor_03,Room-C,19.4,58.3,1016.17,9,411,0
2024-01-01T13:45:00.000Z,sensor_04,Warehouse,19.6,60.1,1016.21,100,399,0
2024-01-01T13:45:00.000Z,sensor_05,Loading-Dock,19.6,58.6,1015.91,10,388,0
2024-01-01T14:00:00.000Z,sensor_01,Room-A,19.9,59,1015.53,58,447,0
2024-01-01T14:00:00.000Z,sensor_02,Room-B,28.7,58.9,1015.99,56,356,1
2024-01-01T14:00:00.000Z,sensor_03,Room-C,19.6,80.8,1015.65,77,403,1
2024-01-01T14:00:00.000Z,sensor_04,Warehouse,19.3,58.1,1015.61,0,384,0
2024-01-01T14:00:00.000Z,sensor_05,Loading-Dock,19.4,61.1,1015.72,65,450,0
2024-01-01T14:15:00.000Z,sensor_01,Room-A,18.2,60.4,1015.73,2,413,0
2024-01-01T14:15:00.000Z,sensor_02,Room-B,18.8,59.1,1016.34,25,401,0
2024-01-01T14:15:00.000Z,sensor_03,Room-C,18.4,57.5,1015.58,49,394,0
2024-01-01T14:15:00.000Z,sensor_04,Warehouse,19.8,57.8,1015.6,86,381,0
2024-01-01T14:15:00.000Z,sensor_05,Loading-Dock,19.5,59.8,1016.37,95,411,0
2024-01-01T14:30:00.000Z,sensor_01,Room-A,18.6,57.6,1016.32,59,440,0
2024-01-01T14:30:00.000Z,sensor_02,Room-B,19.6,60.6,1016.44,4,408,0
2024-01-01T14:30:00.000Z,sensor_03,Room-C,18.8,58.7,1016.5,28,388,0
