transaction_id,customer_id,product_id,quantity,transaction_date,status,amount
171,138,106,5,2024-05-19,pending,
172,762,124,9,2024-04-05,completed,
173,370,125,9,2024-04-15,completed,
174,566,133,1,2024-03-25,completed,
175,282,171,10,2024-11-24,completed,828.52
176,552,132,8,2024-01-02,completed,
177,89,10,6,2024-11-13,completed,
178,209,88,4,2024-09-11,completed,
179,419,147,3,2024-03-19,completed,
180,983,82,6,2024-07-05,completed,
181,893,61,3,2024-10-29,completed,
182,642,175,9,2024-09-07,completed,
183,616,92,9,2024-06-07,completed,
184,568,3,10,2024-04-07,completed,
185,614,67,8,2024-02-17,completed,
186,321,111,9,2024-03-23,completed,
187,737,72,7,2024-11-19,completed,
188,896,29,9,2024-03-11,completed,
189,97,17,3,2024-09-28,completed,459.73
190,22,129,2,2024-06-26,completed,
191,134,198,4,2024-06-11,completed,602.77
192,979,21,2,2024-07-24,completed,
193,616,14,10,2024-08-31,completed,
194,130,57,1,2024-11-13,completed,652.13
195,238,20,2,2024-05-06,completed,
196,7,161,2,2024-05-04,completed,
197,341,154,7,2024-07-02,completed,178.28
198,552,102,8,2024-10-10,completed,
199,22,187,10,2024-02-24,completed,697.49
200,146,69,5,2024-04-06,completed,
201,78,69,9,2024-07-31,completed,
202,,193,8,2024-09-23,completed,
203,613,119,10,2024-08-18,completed,548.57
204,181,26,6,2024-10-06,completed,423.1
205,9,42,7,2024-06-16,completed,
206,19,138,10,2024-04-01,completed,557.07
207,723,179,9,2024-12-29,completed,
208,270,36,1,2024-10-10,completed,
209,16,85,3,2024-07-02,completed,
210,68,161,8,2024-05-27,completed,
211,342,156,10,2024-07-06,completed,
212,826,81,10,2024-09-06,completed,
213,94,84,3,2024-03-08,completed,
214,,57,-1,2024-09-04,completed,
215,817,12,9,2024-09-26,completed,
216,273,148,9,2024-09-27,completed,
217,289,82,-1,2024-11-24,completed,
218,424,100,10,2024-11-28,completed,
219,400,30,3,2024-01-02,completed,655.28
220,816,138,3,2024-08-28,completed,
221,900,112,7,2024-06-13,completed,
222,1000,64,2,2024-07-04,completed,189.62
223,150,88,3,2024-03-05,completed,
224,776,98,6,2024-01-19,completed,
225,178,181,6,2024-01-06,completed,
226,324,137,9,2024-08-02,completed,
227,168,68,10,2024-08-28,completed,
228,316,28,7,2024-07-29,completed,
229,66,75,10,2024-06-09,completed,127.58
230,365,130,7,2024-06-20,completed,
231,,122,2,2024-05-15,completed,
232,289,188,2,2024-02-16,completed,
233,276,32,6,2024-02-15,completed,
234,6,168,3,2024-06-04,completed,
235,673,34,9,2024-05-12,completed,
236,980,70,8,2024-03-19,completed,
237,162,54,1,2024-09-19,completed,
238,976,169,6,2024-03-05,completed,
239,282,128,10,2024-11-21,completed,
240,480,194,2,2024-08-30,completed,343.55
241,430,35,8,2024-06-30,completed,
242,924,93,2,2024-08-20,completed,
243,377,80,10,2024-07-13,completed,
244,888,88,3,2024-05-19,completed,
245,700,78,5,2024-06-18,completed,
246,869,174,4,2024-04-07,completed,
247,620,173,8,2024-11-16,completed,
248,330,80,8,2024-11-22,completed,
249,967,171,9,2024-05-07,completed,
250,114,49,4,2024-10-01,completed,
251,348,15,7,2024-01-15,completed,364.93
252,464,50,5,2024-10-07,completed,
253,792,173,3,2024-09-12,cancelled,
254,242,22,4,2024-10-24,completed,
255,188,69,5,2024-08-21,completed,478.67
256,908,195,10,2024-09-23,completed,
257,471,193,6,2024-04-24,completed,
258,908,27,7,2024-09-28,completed,718.74
259,604,97,10,2024-04-09,cancelled,
260,909,74,3,2024-03-17,completed,
261,559,10,5,2024-05-21,pending,
262,190,46,3,2024-07-26,completed,
263,602,74,4,2024-02-08,completed,
264,373,40,3,2024-05-03,completed,888.45
265,614,79,8,2024-08-15,completed,279.49
266,41,169,4,2024-04-27,completed,
267,199,25,1,2024-05-16,completed,
268,350,162,3,2024-06-30,completed,
269,635,22,1,2024-10-20,completed,
270,771,163,4,2024-05-15,completed,
271,190,79,5,2024-04-27,pending,
272,652,196,7,2024-02-08,pending,
273,120,169,4,2024-12-21,completed,882.27
274,966,1,3,2024-04-14,completed,
275,308,9,5,2024-07-08,completed,
276,581,166,10,2024-02-21,completed,
277,909,79,3,2024-01-07,completed,359.39
278,,200,-1,2024-07-30,completed,
279,22,56,7,2024-10-27,completed,
280,901,158,4,2024-06-17,completed,
281,749,48,9,2024-09-12,completed,
282,708,182,10,2024-06-05,completed,
283,894,75,9,2024-04-14,completed,
284,374,28,10,2024-05-15,completed,
285,59,25,9,2024-01-29,cancelled,
286,410,88,10,2024-01-25,completed,325.96
287,433,129,8,2024-09-25,completed,
288,883,108,10,2024-09-10,completed,
289,613,151,6,2024-12-26,completed,
290,4,31,9,2024-07-07,completed,
291,164,185,3,2024-06-25,completed,
292,187,86,8,2024-10-14,completed,
293,552,79,9,2024-08-13,completed,
294,217,184,10,2024-08-19,pending,
295,529,55,1,2024-04-19,completed,
296,96,84,8,2024-05-06,completed,
297,,121,9,2024-01-30,completed,
298,141,169,8,2024-11-25,completed,931.42
299,486,190,2,2024-05-08,completed,
300,83,47,1,2024-04-27,completed,
301,240,10,4,2024-02-26,completed,691.2
302,599,170,5,2024-10-03,completed,
303,95,131,8,2024-05-05,completed,
304,969,198,1,2024-02-06,completed,
305,566,148,8,2024-01-31,pending,
306,14,187,10,2024-07-03,completed,
307,406,181,10,2024-01-22,completed,
308,72,137,10,2024-10-29,completed,
309,297,177,-1,2024-09-06,completed,
310,326,134,3,2024-09-07,completed,
311,116,193,4,2024-03-01,completed,
312,259,175,7,2024-09-12,completed,580.17
313,236,121,6,2024-10-19,completed,
314,303,80,6,2024-06-05,completed,515.81
315,303,140,3,2024-09-02,completed,
316,,26,-1,2024-01-11,completed,
317,434,31,4,2024-07-04,completed,
318,999,118,1,2024-10-12,completed,
319,509,2,7,2024-06-21,completed,
320,519,200,7,2024-06-11,completed,
321,845,62,5,2024-11-21,completed,
322,312,154,10,2024-02-03,completed,
323,29,155,3,2024-03-16,completed,
324,415,10,2,2024-12-09,pending,
325,717,116,6,2024-08-21,completed,
326,678,39,9,2024-07-07,completed,
327,278,138,2,2024-05-02,completed,
328,,69,6,2024-03-21,completed,
329,258,33,10,2024-09-12,pending,
330,819,52,10,2024-10-08,completed,
331,582,186,10,2024-11-08,completed,
332,627,172,10,2024-08-02,completed,
333,442,60,3,2024-03-09,completed,
334,612,174,2,2024-09-29,completed,
335,366,16,2,2024-09-26,completed,
336,161,14,3,2024-04-25,completed,
337,407,21,7,2024-07-15,completed,
338,144,33,8,2024-07-09,completed,
339,84,73,2,2024-02-09,completed,
340,832,16,5,2024-05-17,completed,
341,542,193,6,2024-04-14,completed,
342,891,152,7,2024-02-25,completed,
343,230,8,4,2024-04-11,pending,
344,162,116,4,2024-03-24,completed,924.51
345,850,154,1,2024-04-23,completed,
346,259,77,10,2024-09-28,completed,
347,308,57,8,2024-02-29,completed,
348,898,106,10,2024-12-15,pending,
349,631,86,2,2024-06-12,cancelled,
350,331,77,6,2024-03-05,completed,
351,211,97,3,2024-02-03,cancelled,827.95
352,698,70,1,2024-05-23,completed,557.29
353,853,145,4,2024-11-08,completed,
354,546,111,1,2024-06-13,completed,937.12
355,862,191,8,2024-09-03,completed,
356,854,8,9,2024-04-01,cancelled,
357,44,195,5,2024-07-20,completed,250.87
358,668,167,6,2024-07-06,completed,
359,,10,-1,2024-01-24,cancelled,
360,127,63,8,2024-12-15,completed,304.49
361,279,23,10,2024-07-15,completed,
362,154,27,7,2024-10-09,completed,
363,555,197,3,2024-08-01,completed,
364,397,174,7,2024-04-11,completed,
365,425,9,4,2024-11-03,completed,
366,959,139,10,2024-08-06,completed,
367,81,96,10,2024-02-22,pending,596.88
368,798,173,10,2024-11-12,completed,
369,46,1,10,2024-07-10,completed,
370,242,117,3,2024-08-11,cancelled,
371,60,137,8,2024-06-23,completed,635.67
372,268,108,10,2024-10-19,completed,
373,407,22,8,2024-05-08,completed,
374,469,11,-1,2024-06-05,completed,276.42
375,155,27,2,2024-10-16,completed,
376,651,111,10,2024-02-23,completed,
377,668,138,2,2024-10-13,completed,
378,484,90,3,2024-05-19,completed,
379,239,197,9,2024-08-30,completed,
380,501,61,4,2024-02-14,completed,
381,587,189,8,2024-02-15,completed,
382,125,198,8,2024-12-17,completed,348.24
383,612,145,8,2024-06-03,completed,
384,216,117,6,2024-08-12,completed,
385,,193,10,2024-04-17,completed,
386,816,113,9,2024-07-08,completed,318.42
387,905,160,2,2024-11-11,completed,
388,555,170,1,2024-01-17,completed,
389,270,49,4,2024-01-03,completed,
390,195,194,10,2024-05-02,completed,
391,770,172,7,2024-05-17,completed,
392,986,78,5,2024-10-28,completed,
393,741,123,9,2024-06-04,completed,
394,471,16,3,2024-03-01,completed,
395,545,184,9,2024-10-28,completed,403.78
396,980,84,3,2024-05-31,completed,720.74
397,287,141,10,2024-02-22,completed,
398,211,113,3,2024-12-08,completed,
399,359,187,1,2024-11-07,completed,
400,55,15,9,2024-01-14,completed,
401,523,114,2,2024-09-15,completed,
402,77,70,6,2024-03-26,completed,
403,816,20,9,2024-05-12,completed,
404,623,161,1,2024-05-02,completed,
405,974,66,8,2024-07-03,completed,
406,643,105,10,2024-11-27,completed,951.72
407,105,179,1,2024-03-06,completed,
408,631,62,2,2024-04-08,completed,
409,612,119,5,2024-05-01,completed,
410,155,87,9,2024-01-25,pending,905.68
411,997,139,8,2024-12-07,completed,
412,352,14,5,2024-01-31,completed,
413,593,105,2,2024-12-27,completed,
414,332,39,5,2024-07-09,completed,
415,847,38,1,2024-12-28,completed,
416,782,60,5,2024-07-02,pending,153.21
417,687,162,9,2024-05-30,cancelled,
418,690,146,10,2024-07-06,completed,84.33
419,733,125,9,2024-03-03,completed,
420,751,52,6,2024-02-20,completed,
421,590,25,9,2024-08-27,completed,
422,557,181,-1,2024-07-26,completed,
423,893,64,6,2024-08-27,completed,
424,405,2,9,2024-01-25,completed,
425,650,46,1,2024-09-10,completed,
426,568,138,2,2024-12-09,completed,526.62
427,95,26,1,2024-05-21,completed,
428,695,144,10,2024-08-18,completed,
429,931,149,3,2024-03-02,completed,
430,396,41,1,2024-03-30,completed,
431,,26,7,2024-08-16,completed,
432,24,183,5,2024-01-16,completed,
433,838,98,5,2024-01-08,completed,
434,82,126,5,2024-10-16,completed,
435,443,198,3,2024-09-21,completed,
436,673,1,8,2024-05-19,completed,315.76
437,616,163,8,2024-05-08,completed,742.27
438,469,70,7,2024-12-11,completed,
439,513,168,1,2024-04-24,completed,381.38
440,2,62,1,2024-12-13,completed,
441,47,17,7,2024-11-05,completed,
442,453,5,10,2024-10-27,completed,485.98
443,433,17,3,2024-10-05,completed,
444,764,141,8,2024-03-11,completed,314.43
445,261,123,8,2024-06-28,completed,
446,606,113,4,2024-07-21,completed,
447,106,55,5,2024-02-10,completed,
448,238,93,8,2024-02-27,completed,
449,763,142,6,2024-03-23,completed,
450,68,59,6,2024-12-12,completed,
451,697,148,10,2024-11-24,completed,
452,977,147,2,2024-03-23,completed,
453,13,23,4,2024-07-14,completed,
454,625,81,8,2024-06-13,completed,
455,832,43,4,2024-09-10,completed,
456,858,174,7,2024-05-11,completed,
457,149,143,3,2024-07-13,completed,971.81
458,507,171,2,2024-05-01,completed,
459,255,124,10,2024-06-07,completed,
460,452,187,6,2024-04-04,completed,
461,800,84,4,2024-08-19,completed,
462,55,14,2,2024-08-28,pending,
463,384,10,7,2024-01-19,completed,
464,421,4,8,2024-02-11,completed,
465,720,144,8,2024-03-21,completed,
466,83,151,2,2024-12-20,completed,
467,607,106,7,2024-10-14,completed,
468,603,116,5,2024-09-17,completed,
469,18,155,1,2024-08-17,completed,
470,365,126,3,2024-05-05,completed,
471,352,138,2,2024-09-12,completed,
472,992,185,10,2024-07-01,completed,
473,122,91,9,2024-05-15,completed,
474,316,65,10,2024-01-15,pending,
475,857,34,2,2024-10-16,completed,
476,66,20,10,2024-01-07,completed,
477,842,163,6,2024-02-15,completed,
478,938,25,5,2024-12-22,completed,
479,141,8,2,2024-02-03,completed,914.19
480,258,33,2,2024-12-26,completed,
481,831,104,9,2024-11-24,completed,
482,945,87,8,2024-01-29,completed,
483,663,166,8,2024-05-17,completed,691.64
484,796,156,1,2024-11-07,completed,
485,143,93,3,2024-01-19,completed,871.66
486,466,78,9,2024-09-06,completed,178.72
487,736,182,3,2024-04-04,completed,
488,112,42,5,2024-05-05,completed,
489,270,163,1,2024-02-10,completed,
490,945,189,4,2024-09-17,completed,567.39
491,936,96,8,2024-10-16,completed,
492,187,158,2,2024-01-31,completed,
493,879,111,9,2024-05-18,completed,
494,888,170,2,2024-10-09,completed,
495,,21,3,2024-01-13,completed,942.61
496,27,40,5,2024-01-20,completed,123.12
497,784,49,9,2024-06-02,completed,
498,941,139,10,2024-12-11,completed,
499,18,77,9,2024-09-07,completed,
500,,22,3,2024-09-13,completed,
501,961,66,5,2024-10-25,completed,605.3
502,808,187,9,2024-02-15,completed,14.94
503,189,69,6,2024-08-09,completed,99.68
504,579,146,9,2024-12-09,completed,
505,406,199,1,2024-02-19,completed,
506,701,87,3,2024-05-21,completed,
507,548,103,10,2024-03-13,completed,
508,668,93,6,2024-10-07,completed,
509,771,111,8,2024-05-06,completed,
510,245,8,2,2024-08-06,completed,
511,677,132,8,2024-07-12,completed,
512,921,59,6,2024-10-13,completed,
513,833,105,8,2024-06-30,completed,
514,2,147,6,2024-02-01,completed,
515,904,100,10,2024-02-20,completed,155.34
516,481,71,8,2024-04-12,completed,
517,417,199,4,2024-04-28,pending,
518,515,171,1,2024-03-08,cancelled,
519,896,190,1,2024-07-27,completed,
520,341,170,9,2024-09-10,completed,633.43
521,490,36,9,2024-01-10,completed,
522,397,66,1,2024-04-12,completed,
523,769,45,9,2024-12-01,completed,
524,,53,2,2024-03-20,completed,
525,900,113,4,2024-04-27,completed,812.78
526,799,23,8,2024-04-30,completed,
527,919,58,6,2024-11-20,completed,
528,368,163,10,2024-07-24,completed,
529,612,42,8,2024-01-21,completed,
530,845,67,2,2024-06-15,completed,
531,,181,7,2024-08-17,completed,
532,13,191,6,2024-01-10,pending,
533,377,139,10,2024-09-09,completed,116.66
534,546,29,8,2024-05-30,completed,
535,385,147,10,2024-11-03,completed,
536,245,2,9,2024-03-21,completed,
537,,9,9,2024-06-25,completed,363.22
538,751,51,8,2024-03-06,completed,
539,204,106,4,2024-07-07,completed,48.08
540,397,88,7,2024-04-10,completed,
541,91,21,2,2024-09-16,completed,
542,300,197,4,2024-04-04,completed,
543,463,99,2,2024-01-16,completed,
544,800,167,6,2024-02-18,completed,
545,263,124,4,2024-03-19,completed,
546,436,177,9,2024-08-01,completed,
547,662,134,8,2024-02-23,completed,
548,28,142,5,2024-01-22,completed,
549,159,177,2,2024-04-18,completed,
550,934,154,1,2024-02-16,completed,
551,939,158,7,2024-09-20,completed,
552,218,47,3,2024-06-19,completed,
553,258,66,4,2024-07-31,completed,
554,12,90,8,2024-04-25,completed,
555,760,85,10,2024-09-12,completed,
556,764,82,3,2024-12-04,completed,
557,882,126,7,2024-09-19,completed,
558,760,59,5,2024-07-30,completed,
559,110,68,1,2024-09-20,completed,
560,483,141,10,2024-01-29,completed,
561,800,7,1,2024-07-19,completed,131.87
562,825,102,2,2024-04-02,completed,
563,479,141,10,2024-02-06,completed,
564,640,124,1,2024-10-08,completed,
565,308,63,3,2024-01-30,completed,
566,882,167,4,2024-02-04,completed,
567,43,130,2,2024-02-23,completed,825.79
568,102,85,5,2024-08-04,completed,
569,389,143,2,2024-11-01,completed,
570,789,65,10,2024-01-17,completed,
571,611,8,9,2024-02-11,completed,
572,252,102,6,2024-08-25,completed,
573,933,164,7,2024-08-07,completed,
574,317,98,5,2024-03-07,completed,
575,142,6,7,2024-03-09,completed,
576,914,92,10,2024-06-03,completed,
577,302,8,9,2024-11-22,cancelled,
578,422,105,1,2024-07-08,completed,840.49
579,25,81,5,2024-02-09,completed,
580,339,66,8,2024-11-13,completed,
581,434,152,7,2024-02-28,completed,
582,338,28,10,2024-10-27,completed,250.29
583,968,77,2,2024-11-01,completed,465.96
584,607,15,4,2024-07-02,completed,
585,360,145,7,2024-03-28,completed,
586,154,159,9,2024-02-23,completed,
587,604,191,6,2024-10-25,completed,
588,97,145,3,2024-05-22,pending,262.5
589,20,118,8,2024-02-16,completed,784.29
590,201,59,9,2024-10-29,completed,
591,675,148,2,2024-06-04,completed,965.09
592,419,68,6,2024-08-01,completed,
593,882,76,6,2024-11-20,completed,
594,147,15,6,2024-03-01,completed,
595,622,159,5,2024-09-22,completed,
596,897,67,6,2024-06-04,completed,
597,611,34,3,2024-06-19,completed,
598,744,135,10,2024-04-01,completed,761.69
599,733,141,5,2024-01-03,completed,362.88
600,992,32,6,2024-01-23,completed,560.03
601,938,156,9,2024-07-07,completed,
602,641,115,2,2024-11-06,completed,
603,318,186,2,2024-06-28,completed,
604,478,68,2,2024-05-23,completed,
605,8,95,2,2024-03-14,completed,
606,642,13,2,2024-10-27,completed,
607,734,56,10,2024-03-23,completed,
608,528,175,10,2024-10-10,completed,
609,235,183,9,2024-01-08,completed,
610,894,121,7,2024-12-21,completed,
611,943,90,1,2024-07-29,completed,
612,753,10,10,2024-07-08,completed,
613,609,95,5,2024-04-20,pending,973.46
614,746,171,7,2024-03-12,completed,
615,305,105,1,2024-08-24,completed,
616,992,163,7,2024-01-14,completed,
617,515,52,10,2024-01-01,completed,
618,113,77,9,2024-01-24,completed,375.55
619,658,194,1,2024-11-28,completed,
620,924,53,1,2024-05-12,completed,985.8
621,855,26,1,2024-01-10,completed,
622,292,17,4,2024-08-29,completed,
623,330,121,2,2024-03-18,completed,
624,10,178,3,2024-02-13,completed,
625,719,155,4,2024-02-24,completed,
626,993,79,7,2024-06-29,completed,
627,83,7,4,2024-10-24,completed,267.98
628,858,164,10,2024-05-22,completed,
629,19,6,3,2024-01-19,completed,
630,454,161,6,2024-11-09,completed,
631,690,43,4,2024-12-24,completed,
632,777,94,6,2024-03-08,completed,
633,323,91,5,2024-04-21,completed,
634,934,5,1,2024-08-27,completed,
635,239,43,10,2024-07-02,completed,
636,221,83,4,2024-09-20,completed,151.33
637,562,200,6,2024-01-11,completed,
638,668,113,3,2024-02-28,pending,
639,532,20,3,2024-03-21,completed,
640,277,170,10,2024-07-15,completed,
641,804,68,9,2024-09-13,completed,
642,400,186,10,2024-02-02,completed,
643,605,162,9,2024-05-16,completed,319.5
644,242,6,5,2024-06-18,completed,
645,,158,-1,2024-01-16,completed,
646,83,173,2,2024-06-14,completed,
647,467,38,5,2024-04-03,completed,
648,723,183,7,2024-05-25,completed,
649,911,193,1,2024-02-15,completed,
650,368,18,3,2024-01-01,completed,
651,695,116,5,2024-07-03,completed,
652,456,64,2,2024-07-12,completed,
653,245,137,2,2024-10-12,completed,
654,936,12,5,2024-03-16,completed,
655,857,66,7,2024-03-04,completed,
656,177,75,2,2024-11-20,completed,
657,721,180,9,2024-10-25,completed,
658,834,22,7,2024-12-27,completed,
659,219,65,1,2024-11-02,completed,
660,509,7,6,2024-12-03,completed,
661,236,127,5,2024-09-01,pending,
662,166,66,6,2024-09-05,completed,
663,486,164,10,2024-11-29,completed,
664,263,128,9,2024-11-21,completed,
665,471,25,9,2024-07-10,completed,
666,155,41,3,2024-10-29,completed,
667,629,17,3,2024-06-08,pending,
668,547,142,9,2024-01-18,completed,
669,311,132,1,2024-01-11,completed,9.05
670,727,156,2,2024-04-16,completed,
671,546,149,1,2024-06-21,cancelled,
672,976,100,10,2024-02-13,completed,
673,246,66,7,2024-05-08,completed,
674,41,142,4,2024-07-11,completed,
675,63,90,5,2024-02-24,completed,833
676,878,127,6,2024-03-30,completed,
677,323,22,7,2024-01-13,completed,
678,282,155,5,2024-08-31,completed,
679,83,40,3,2024-01-19,cancelled,
680,291,42,6,2024-11-29,completed,
681,989,153,2,2024-08-29,completed,596.09
682,801,186,5,2024-10-07,completed,
683,711,104,8,2024-07-13,completed,
684,552,1,9,2024-12-01,completed,
685,98,119,4,2024-08-17,completed,
686,846,171,5,2024-04-26,completed,
687,551,174,8,2024-07-07,completed,
688,364,136,10,2024-09-26,completed,910.11
689,571,183,7,2024-01-05,completed,
690,424,48,9,2024-11-06,completed,
691,386,131,9,2024-08-02,completed,
692,,5,9,2024-01-12,completed,324.75
693,53,122,9,2024-01-20,completed,383.58
694,101,89,7,2024-10-07,completed,
695,359,52,10,2024-03-09,completed,123.79
696,908,106,3,2024-07-31,completed,
697,410,4,7,2024-08-19,completed,
698,65,88,2,2024-12-16,completed,
699,693,176,6,2024-03-05,completed,
700,322,155,3,2024-05-26,completed,
701,867,105,4,2024-02-23,completed,
702,486,121,1,2024-02-15,completed,404.51
703,218,31,7,2024-07-26,completed,
704,511,43,7,2024-04-14,completed,
705,474,8,9,2024-03-25,pending,
706,577,66,2,2024-02-11,completed,
707,419,96,6,2024-11-16,completed,229.76
708,510,139,4,2024-08-05,completed,
709,903,13,10,2024-01-21,completed,
710,682,30,3,2024-03-09,completed,
711,452,99,1,2024-11-01,completed,
712,470,73,9,2024-01-06,completed,
